date,sku,product,category,channel,region,unit_price,unit_cost,promotion,discount_pct,marketing_spend_idr,units_sold,net_revenue_idr,gross_profit_idr
2024-11-25,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,2786267.285170081,147,18963000,13818000
2024-12-02,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,2194872.4405785864,139,17931000,13066000
2024-12-09,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,2562687.3947855355,132,17028000,12408000
2024-12-16,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,1367943.5264179865,181,23349000,17014000
2024-12-23,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,1585260.2753091138,156,20124000,14664000
2024-12-30,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,2553257.1022167,134,17286000,12596000
2025-01-06,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,889910.5456143763,166,21414000,15604000
2025-01-13,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,2811257.1624412467,147,18963000,13818000
2025-01-20,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,1,0.2,2391187.3339163023,196,20227200,13367200
2025-01-27,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,1,0.2,2120257.1293555945,205,21156000,13981000
2025-02-03,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,1845861.8257104186,125,16125000,11750000
2025-02-10,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,2607738.470729884,125,16125000,11750000
2025-02-17,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,2542153.3447557967,152,19608000,14288000
2025-02-24,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,3447863.468334814,150,19350000,14100000
2025-03-03,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,1,0.15,2852195.6582739786,274,30044100,20454100
2025-03-10,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,1513348.3872981598,213,27477000,20022000
2025-03-17,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,1,0.1,1731866.837860884,242,28096200,19626200
2025-03-24,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,2911226.1298154662,165,21285000,15510000
2025-03-31,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,2402850.8949278686,140,18060000,13160000
2025-04-07,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,2987159.4477697313,164,21156000,15416000
2025-04-14,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,3217936.8342643273,178,22962000,16732000
2025-04-21,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,1909448.5974269893,251,32379000,23594000
2025-04-28,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,1,0.1,2829206.665645491,216,25077600,17517600
2025-05-05,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,2365995.2859799,122,15738000,11468000
2025-05-12,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,1788153.6296551952,120,15480000,11280000
2025-05-19,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,2174122.1792563573,80,10320000,7520000
2025-05-26,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,2449443.228458357,117,15093000,10998000
2025-06-02,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,1,0.15,2127734.7837334187,193,21162450,14407450
2025-06-09,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,1319620.957126213,129,16641000,12126000
2025-06-16,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,1,0.1,1322293.148070274,100,11610000,8110000
2025-06-23,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,1,0.1,1740341.8305972333,185,21478500,15003500
2025-06-30,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,1,0.15,3157871.6215512175,130,14254500,9704500
2025-07-07,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,2641388.2521634307,175,22575000,16450000
2025-07-14,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,1590378.2482769722,124,15996000,11656000
2025-07-21,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,1602640.496436968,130,16770000,12220000
2025-07-28,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,1,0.15,2003361.1679914922,197,21601050,14706050
2025-08-04,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,1856205.1587840626,111,14319000,10434000
2025-08-11,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,2217573.6617053794,92,11868000,8648000
2025-08-18,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,1743134.7718510847,106,13674000,9964000
2025-08-25,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,1557922.7889038522,105,13545000,9870000
2025-09-01,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,645749.1614189366,100,12900000,9400000
2025-09-08,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,1334085.4735490454,126,16254000,11844000
2025-09-15,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,1575313.0718223676,86,11094000,8084000
2025-09-22,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,650488.2668516772,104,13416000,9776000
2025-09-29,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,3209844.3400356728,95,12255000,8930000
2025-10-06,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,2085038.2191531213,96,12384000,9024000
2025-10-13,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,928188.2892412927,141,18189000,13254000
2025-10-20,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,1,0.2,884639.5686352368,142,14654400,9684400
2025-10-27,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,2497096.7876998484,143,18447000,13442000
2025-11-03,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,2690567.330205245,186,23994000,17484000
2025-11-10,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,1455221.3883173333,153,19737000,14382000
2025-11-17,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,670597.9991971118,117,15093000,10998000
2025-11-24,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,2887482.0200030925,136,17544000,12784000
2025-12-01,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,2482886.2800116898,168,21672000,15792000
2025-12-08,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,1,0.15,2437300.0294779385,237,25987050,17692050
2025-12-15,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,1616881.2990158198,161,20769000,15134000
2025-12-22,SKN-01,Brightening Serum,Skincare,Marketplace,Java,129000,35000,0,0.0,1856718.0807056795,171,22059000,16074000
2024-01-01,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,1142176.764852215,110,14190000,10340000
2024-01-08,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,1860863.8299609527,89,11481000,8366000
2024-01-15,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,1968466.732251687,85,10965000,7990000
2024-01-22,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,1,0.15,1160386.1073666303,132,14473800,9853800
2024-01-29,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,391695.6243661489,80,10320000,7520000
2024-02-05,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,1,0.15,1480325.352033038,123,13486950,9181950
2024-02-12,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,1,0.2,1194396.6285135557,136,14035200,9275200
2024-02-19,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,1,0.2,1973992.1967105719,135,13932000,9207000
2024-02-26,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,1158189.6300864455,83,10707000,7802000
2024-03-04,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,1,0.15,2492066.845196701,143,15679950,10674950
2024-03-11,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,2478875.3611089955,114,14706000,10716000
2024-03-18,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,2813606.872756056,90,11610000,8460000
2024-03-25,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,1336710.4373097958,125,16125000,11750000
2024-04-01,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,1,0.15,1226727.2022211219,132,14473800,9853800
2024-04-08,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,2415953.8473676746,97,12513000,9118000
2024-04-15,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,2510933.0180416503,147,18963000,13818000
2024-04-22,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,2004986.6121453603,137,17673000,12878000
2024-04-29,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,1854522.7641543495,101,13029000,9494000
2024-05-06,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,1,0.2,2366619.7400498213,144,14860800,9820800
2024-05-13,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,1213185.8059712392,103,13287000,9682000
2024-05-20,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,1820011.6074368893,82,10578000,7708000
2024-05-27,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,1,0.2,1674300.1750411564,109,11248800,7433800
2024-06-03,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,2366769.3452976444,89,11481000,8366000
2024-06-10,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,1415002.118822358,92,11868000,8648000
2024-06-17,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,1827814.7757262113,87,11223000,8178000
2024-06-24,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,1081029.368740873,66,8514000,6204000
2024-07-01,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,2322814.865452768,58,7482000,5452000
2024-07-08,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,1357530.112964638,98,12642000,9212000
2024-07-15,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,2881562.8165940694,71,9159000,6674000
2024-07-22,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,2410837.3181390297,94,12126000,8836000
2024-07-29,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,1,0.1,3205815.8395371092,86,9984600,6974600
2024-08-05,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,3141040.772320684,74,9546000,6956000
2024-08-12,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,2596221.253478961,73,9417000,6862000
2024-08-19,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,3368752.2755514537,86,11094000,8084000
2024-08-26,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,1802840.768068647,78,10062000,7332000
2024-09-02,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,2195449.1724093724,70,9030000,6580000
2024-09-09,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,2020390.0381927923,67,8643000,6298000
2024-09-16,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,1629234.139995038,62,7998000,5828000
2024-09-23,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,3066751.758107635,68,8772000,6392000
2024-09-30,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,2842498.774886022,97,12513000,9118000
2024-10-07,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,1704847.3700582557,46,5934000,4324000
2024-10-14,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,1,0.2,1913497.4039101992,99,10216800,6751800
2024-10-21,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,1872275.2107310072,65,8385000,6110000
2024-10-28,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,1563782.7887408827,82,10578000,7708000
2024-11-04,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,1017199.525032149,73,9417000,6862000
2024-11-11,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,1435290.5278134348,92,11868000,8648000
2024-11-18,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,1897169.36726223,80,10320000,7520000
2024-11-25,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,1577724.094571257,104,13416000,9776000
2024-12-02,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,2275363.1603010762,87,11223000,8178000
2024-12-09,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,1399400.2110163227,132,17028000,12408000
2024-12-16,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,1531180.1825125865,94,12126000,8836000
2024-12-23,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,1473969.9811189643,137,17673000,12878000
2024-12-30,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,1549325.9820574299,111,14319000,10434000
2025-01-06,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,2171838.7036989317,111,14319000,10434000
2025-01-13,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,1,0.2,891357.8805308979,129,13312800,8797800
2025-01-20,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,414792.3083800948,112,14448000,10528000
2025-01-27,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,2626169.843270311,91,11739000,8554000
2025-02-03,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,2870712.781239374,129,16641000,12126000
2025-02-10,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,1726247.9470403264,106,13674000,9964000
2025-02-17,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,2860079.7866434413,90,11610000,8460000
2025-02-24,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,1,0.15,2582770.675170268,107,11732550,7987550
2025-03-03,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,1844143.5947465545,119,15351000,11186000
2025-03-10,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,2872054.6109770127,99,12771000,9306000
2025-03-17,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,2061461.281714375,150,19350000,14100000
2025-03-24,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,1408237.6842236551,107,13803000,10058000
2025-03-31,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,2269633.7691483716,119,15351000,11186000
2025-04-07,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,1,0.15,1713099.4267554341,160,17544000,11944000
2025-04-14,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,2002283.0401864978,106,13674000,9964000
2025-04-21,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,1,0.15,1050522.5339038388,159,17434350,11869350
2025-04-28,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,1,0.15,2095439.019679819,125,13706250,9331250
2025-05-05,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,1655930.2594857672,114,14706000,10716000
2025-05-12,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,1,0.1,2580006.927404448,147,17066700,11921700
2025-05-19,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,2301175.674410506,87,11223000,8178000
2025-05-26,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,2812841.219145824,139,17931000,13066000
2025-06-02,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,1731885.720893183,95,12255000,8930000
2025-06-09,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,1,0.15,2378889.0688242936,131,14364150,9779150
2025-06-16,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,1,0.15,1138982.4170470822,112,12280800,8360800
2025-06-23,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,1162710.1984312765,58,7482000,5452000
2025-06-30,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,3209002.0363941914,81,10449000,7614000
2025-07-07,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,659235.5379821045,56,7224000,5264000
2025-07-14,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,2763730.548669363,98,12642000,9212000
2025-07-21,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,1,0.1,1208426.9601305735,95,11029500,7704500
2025-07-28,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,1,0.2,1341980.2356147927,121,12487200,8252200
2025-08-04,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,2167369.356689244,89,11481000,8366000
2025-08-11,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,1,0.1,1581814.232769295,93,10797300,7542300
2025-08-18,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,2052261.7176490158,75,9675000,7050000
2025-08-25,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,2508044.872304837,79,10191000,7426000
2025-09-01,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,1,0.2,2639886.2332170354,124,12796800,8456800
2025-09-08,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,1,0.2,2104363.45699247,113,11661600,7706600
2025-09-15,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,3357454.3226150684,83,10707000,7802000
2025-09-22,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,1,0.2,1983780.4122011901,107,11042400,7297400
2025-09-29,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,866948.0851985997,80,10320000,7520000
2025-10-06,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,1,0.15,2494664.8879745104,68,7456200,5076200
2025-10-13,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,1386464.8485093322,59,7611000,5546000
2025-10-20,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,1,0.1,2246311.4167458224,104,12074400,8434400
2025-10-27,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,2563089.881281207,90,11610000,8460000
2025-11-03,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,2825181.7956496086,120,15480000,11280000
2025-11-10,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,2271426.2126630372,127,16383000,11938000
2025-11-17,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,2225304.624066438,105,13545000,9870000
2025-11-24,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,3509187.98878202,74,9546000,6956000
2025-12-01,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,0,0.0,1950407.9944160606,68,8772000,6392000
2025-12-08,SKN-01,Brightening Serum,Skincare,Marketplace,Sumatra,129000,35000,1,0.2,2437777.44732159,138,14241600,9411600
